"산업별(1)",산업별(2),2024.12,2024.12,2024.12,2024.12,2025.01 p),2025.01 p),2025.01 p),2025.01 p),2025.02 p),2025.02 p),2025.02 p),2025.02 p),2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022,2023,2023,2024,2024
"산업별(1)",산업별(2),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(계절조정),수출출하지수(계절조정),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(계절조정),수출출하지수(계절조정),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(계절조정),수출출하지수(계절조정),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수),내수출하지수(원지수),수출출하지수(원지수)
"제조업",1차 금속 제조업,87.8,102.2,91.7,102.1,85.5,95.1,91.2,96.7,89.1,88.8,91.2,92.4,103.297,112.857,107.438,113.967,109.255,110.760,107.206,107.985,105.148,106.076,100.0,100.0,105.9,101.0,100.1,95.5,98.8,97.1,93.5,97.1
